AÑO,TRIMESTRE,PROVEEDOR,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,CABECERA_MUNICIPAL,COD_CENTRO_POBLADO,CENTRO_POBLADO,COBERTURA_2G,COBERTURA_3G,COBERTURA_HSPA_HSPA_DC,COBERTURA_4G,COBERTURA_LTE,COBERTURA_5G,ESTRATO_PROMEDIO,INGRESO_PROMEDIO_HOGAR,TASA_POBREZA,INDICE_NBI,TASA_DESEMPLEO,TASA_ELECTRIFICACION,PCT_HOGARES_INTERNET,ALTITUD_MSNM,PRECIPITACION_MEDIA,INV_PUBLICA_PER_CAPITA,NOMBRE_PROVEEDOR_COMERCIAL
2017,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,27,CHOCÓ,27150,CARMEN DEL DARIÉN,SÍ,27150000,CURBARADÓ,NO,SÍ,SÍ,NO,NO,NO,2,5117922,35.1,7.34,17.43,81.62,86.01,2668,2399.0,224926,MOVISTAR COLOMBIA
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,47053,ARACATACA,NO,47053013,SAMPUÉS,SÍ,SÍ,SÍ,NO,NO,NO,2,4915625,16.24,13.6,15.69,97.53,85.96,618,1315.7,181147,MOVISTAR COLOMBIA
2017,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73055,ARMERO,NO,73055002,MÉNDEZ,SÍ,SÍ,SÍ,NO,NO,NO,1,1259297,29.27,18.95,15.45,94.58,37.51,2956,2507.7,1458855,CLARO COLOMBIA
2017,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23001,MONTERÍA,NO,23001020,SANTA LUCÍA,SÍ,SÍ,SÍ,SÍ,NO,NO,1,1820154,42.17,37.93,9.87,86.03,52.92,1833,3375.4,1692063,CLARO COLOMBIA
2017,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,5,ANTIOQUIA,5360,ITAGUI,SÍ,5360000,ITAGÜÍ,SÍ,SÍ,NO,SÍ,NO,NO,1,5745169,49.02,33.83,8.51,91.99,31.69,991,600.0,1331784,ETB
2017,4,COMUNICACION CELULAR S A COMCEL S A,63,QUINDÍO,63190,CIRCASIA,NO,63190001,LA POLA,SÍ,NO,NO,NO,NO,NO,3,4877151,20.86,23.72,8.16,84.03,81.31,2146,2708.0,1578367,CLARO COLOMBIA
2017,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,70,SUCRE,70713,SAN ONOFRE,SÍ,70713000,SAN ONOFRE,SÍ,SÍ,SÍ,NO,NO,NO,5,5534963,16.89,39.16,17.86,97.8,51.53,2364,1723.5,320868,MOVISTAR COLOMBIA
2017,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27660,SAN JOSÉ DEL PALMAR,SÍ,27660000,SAN JOSÉ DEL PALMAR,SÍ,SÍ,SÍ,SÍ,NO,NO,2,3603696,43.15,32.43,17.31,82.3,67.87,2170,1524.4,220787,CLARO COLOMBIA
2017,3,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73854,VALLE DE SAN JUAN,SÍ,73854000,VALLE DE SAN JUAN,SÍ,SÍ,SÍ,SÍ,NO,NO,2,2893373,10.09,45.32,11.61,80.08,72.89,2846,1874.1,1064237,TIGO COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47245,EL BANCO,NO,47245025,BOTILLERO,SÍ,SÍ,SÍ,NO,NO,NO,3,3172280,18.92,41.81,6.99,90.04,55.79,1616,1697.1,214427,CLARO COLOMBIA
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76736,SEVILLA,SÍ,76736000,SEVILLA,SÍ,SÍ,SÍ,SÍ,NO,NO,2,3716623,11.45,16.38,10.73,91.66,48.39,1518,3412.8,248063,MOVISTAR COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54313,GRAMALOTE,NO,54313005,LA LOMITA,SÍ,SÍ,SÍ,NO,SÍ,NO,1,3506871,18.34,17.21,14.29,91.58,87.73,2504,1461.8,777913,CLARO COLOMBIA
2017,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76130,CANDELARIA,NO,76130020,DOMINGO LARGO,SÍ,SÍ,SÍ,SÍ,NO,NO,5,1670123,19.07,10.64,11.82,81.09,87.87,521,3066.0,1369358,MOVISTAR COLOMBIA
2017,3,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,18150,CARTAGENA DEL CHAIRÁ,SÍ,18150000,CARTAGENA DEL CHAIRÁ,SÍ,SÍ,SÍ,SÍ,NO,NO,4,3786249,29.38,20.16,16.7,86.28,47.37,2567,829.2,711781,CLARO COLOMBIA
2017,4,COLOMBIA MOVIL  S.A ESP,20,CESAR,20770,SAN MARTÍN,NO,20770011,LOS BAGRES,NO,NO,NO,SÍ,NO,NO,2,2659582,30.12,49.98,19.96,89.98,58.78,916,3829.9,588633,TIGO COLOMBIA
2017,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,5,ANTIOQUIA,5660,SAN LUIS,SÍ,5660000,SAN LUIS,SÍ,SÍ,NO,NO,NO,NO,1,5244499,53.71,23.26,7.87,84.33,88.37,716,2678.1,899203,ETB
2017,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68773,SUCRE,SÍ,68773000,SUCRE,SÍ,SÍ,SÍ,SÍ,NO,NO,4,2929885,35.51,14.92,11.89,97.45,30.29,2362,2973.5,1274183,CLARO COLOMBIA
2017,2,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5789,TÁMESIS,SÍ,5789000,TÁMESIS,NO,SÍ,SÍ,SÍ,NO,NO,5,5520642,46.17,39.31,11.46,81.74,54.76,2756,1543.1,871122,TIGO COLOMBIA
2017,3,COMUNICACION CELULAR S A COMCEL S A,8,ATLÁNTICO,8421,LURUACO,NO,8421005,SANTA CRUZ,SÍ,SÍ,SÍ,SÍ,NO,NO,4,3007148,15.21,29.41,9.57,89.75,36.03,2757,1942.3,1035802,CLARO COLOMBIA
2017,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76001,CALI,NO,76001004,EL HORMIGUERO,SÍ,SÍ,SÍ,NO,NO,NO,1,5552525,21.27,11.73,7.97,93.83,60.55,1936,1283.2,179876,CLARO COLOMBIA
2017,3,PARTNERS TELECOM COLOMBIA SAS,17,CALDAS,17001,MANIZALES,SÍ,17001000,MANIZALES,NO,SÍ,SÍ,SÍ,NO,NO,4,1349239,45.15,22.13,5.99,85.24,31.48,3091,3763.9,592108,WOM COLOMBIA
2017,2,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85010,AGUAZUL,NO,85010001,CUPIAGUA,SÍ,SÍ,SÍ,SÍ,NO,NO,3,1356701,12.64,23.65,18.31,92.48,54.41,559,2208.4,267071,CLARO COLOMBIA
2017,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,50,META,50680,SAN CARLOS DE GUAROA,NO,50680003,LA PALMERA,SÍ,SÍ,SÍ,NO,NO,NO,4,3847569,34.33,38.92,11.3,96.59,43.24,968,2706.6,1875823,MOVISTAR COLOMBIA
2017,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,73,TOLIMA,73678,SAN LUIS,SÍ,73678000,SAN LUIS,SÍ,SÍ,SÍ,NO,NO,NO,2,5893309,39.97,5.93,12.45,83.81,62.0,2403,3070.0,1994656,MOVISTAR COLOMBIA
2017,2,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5667,SAN RAFAEL,SÍ,5667000,SAN RAFAEL,NO,SÍ,SÍ,SÍ,NO,NO,2,5428120,40.11,17.11,18.75,98.34,89.76,1077,1798.9,555884,TIGO COLOMBIA
2017,3,COLOMBIA MOVIL  S.A ESP,47,MAGDALENA,47245,EL BANCO,NO,47245008,EL TRÉBOL,SÍ,NO,NO,SÍ,NO,NO,3,2070464,11.15,28.29,16.64,91.07,78.03,889,3020.4,1611166,TIGO COLOMBIA
2017,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,54,NORTE DE SANTANDER,54405,LOS PATIOS,NO,54405001,LA GARITA,SÍ,NO,NO,NO,NO,NO,1,1585332,26.11,17.1,6.96,85.98,80.74,792,2866.0,1609301,ETB
2017,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68324,GUAVATÁ,SÍ,68324000,GUAVATÁ,SÍ,SÍ,SÍ,SÍ,NO,NO,2,1567950,41.82,33.28,13.48,88.62,68.12,2312,2969.8,1392298,MOVISTAR COLOMBIA
2017,4,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41001,NEIVA,SÍ,41001000,NEIVA,SÍ,SÍ,SÍ,SÍ,NO,NO,5,966472,17.45,26.68,11.63,86.24,32.49,981,2212.3,1645140,CLARO COLOMBIA
2017,2,AVANTEL S.A.S,19,CAUCA,19809,TIMBIQUÍ,SÍ,19809000,TIMBIQUÍ,SÍ,SÍ,SÍ,NO,NO,NO,2,1197710,44.77,21.28,16.96,94.5,42.41,801,1840.3,437927,AVANTEL
2017,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5483,NARIÑO,SÍ,5483000,NARIÑO,NO,NO,NO,SÍ,NO,NO,2,5117048,47.3,47.71,15.86,95.93,85.5,42,1277.3,668728,MOVISTAR COLOMBIA
2017,1,COLOMBIA MOVIL  S.A ESP,41,HUILA,41359,ISNOS,SÍ,41359000,SAN JOSÉ DE ISNOS,NO,SÍ,SÍ,SÍ,NO,NO,1,3988729,59.1,33.45,15.36,96.66,51.97,1609,3386.2,655943,TIGO COLOMBIA
2017,4,COLOMBIA MOVIL  S.A ESP,19,CAUCA,19001,POPAYÁN,SÍ,19001000,POPAYÁN,SÍ,SÍ,SÍ,SÍ,NO,NO,4,5585956,20.49,10.85,10.11,99.72,36.22,2909,2629.2,667327,TIGO COLOMBIA
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25286,FUNZA,NO,25286009,TIENDA NUEVA,SÍ,SÍ,NO,NO,NO,NO,2,5905724,51.26,30.2,17.07,95.83,72.14,1777,2055.2,417399,MOVISTAR COLOMBIA
2017,1,COLOMBIA MOVIL  S.A ESP,5,ANTIOQUIA,5649,SAN CARLOS,NO,5649002,SAMANÁ,NO,NO,NO,SÍ,NO,NO,3,5825764,36.01,40.13,5.79,92.03,47.97,349,3804.0,172219,TIGO COLOMBIA
2017,3,PARTNERS TELECOM COLOMBIA SAS,44,LA GUAJIRA,44855,URUMITA,SÍ,44855000,URUMITA,NO,SÍ,SÍ,SÍ,NO,NO,4,3650171,28.67,36.88,7.39,86.78,46.13,1567,667.4,810349,WOM COLOMBIA
2017,4,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73236,DOLORES,NO,73236005,SAN ANDRÉS,SÍ,SÍ,SÍ,NO,NO,NO,5,1710775,16.12,12.74,10.03,90.89,89.88,1129,3475.6,1946252,CLARO COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54174,CHITAGÁ,SÍ,54174001,CHITAGÁ,SÍ,SÍ,SÍ,NO,SÍ,NO,1,5907031,46.78,48.76,6.15,80.82,81.49,2959,3991.5,1767458,CLARO COLOMBIA
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,20,CESAR,20001,VALLEDUPAR,NO,20001014,PATILLAL,SÍ,SÍ,SÍ,NO,NO,NO,5,3396874,21.79,25.2,8.52,94.9,54.48,2048,3604.3,1469315,MOVISTAR COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66440,MARSELLA,NO,66440003,LA ARGENTINA,SÍ,SÍ,SÍ,SÍ,NO,NO,4,1358924,28.57,12.16,17.45,88.92,88.82,1780,3336.5,794911,CLARO COLOMBIA
2017,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25785,TABIO,NO,25785005,CHICÚ,SÍ,SÍ,SÍ,SÍ,NO,NO,4,4681185,13.13,13.11,19.22,80.4,69.01,583,1810.1,818590,MOVISTAR COLOMBIA
2017,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68575,PUERTO WILCHES,NO,68575028,CURUMITA,SÍ,SÍ,NO,SÍ,NO,NO,4,5173656,50.07,9.42,9.57,81.25,74.52,431,1309.6,466042,CLARO COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23464,MOMIL,NO,23464003,TREMENTINO,SÍ,NO,NO,NO,NO,NO,5,5804998,48.33,41.16,8.97,87.75,31.89,1932,3072.0,1439091,CLARO COLOMBIA
2017,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47692,SAN SEBASTIÁN DE BUENAVISTA,NO,47692019,PUEBLO NUEVO,NO,SÍ,SÍ,SÍ,NO,NO,4,4812595,46.68,10.49,9.2,91.67,37.3,2100,1566.0,1611150,CLARO COLOMBIA
2017,4,COMUNICACION CELULAR S A COMCEL S A,8,ATLÁNTICO,8433,MALAMBO,NO,8433001,CARACOLÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,5,3090435,24.97,10.63,9.17,89.28,67.99,2987,1116.1,259950,CLARO COLOMBIA
2017,4,PARTNERS TELECOM COLOMBIA SAS,15,BOYACÁ,15696,SANTA SOFÍA,SÍ,15696000,SANTA SOFÍA,NO,SÍ,SÍ,NO,NO,NO,4,5966650,18.67,43.27,5.54,92.38,83.94,2567,3252.8,267229,WOM COLOMBIA
2017,3,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73408,LÉRIDA,SÍ,73408000,LÉRIDA,SÍ,SÍ,SÍ,SÍ,NO,NO,3,5909319,41.88,20.51,18.9,89.61,67.42,1348,1593.9,1154490,TIGO COLOMBIA
2017,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25377,LA CALERA,NO,25377016,SAN JOSÉ DEL TRIUNFO,SÍ,SÍ,SÍ,SÍ,NO,NO,4,5993278,34.81,6.39,8.21,93.23,38.04,3185,3700.5,1363348,CLARO COLOMBIA
2017,3,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,SÍ,5686000,SANTA ROSA DE OSOS,SÍ,SÍ,SÍ,SÍ,NO,NO,5,1231413,18.91,7.34,11.3,84.38,36.95,2194,3442.2,1437900,CLARO COLOMBIA
2017,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68573,PUERTO PARRA,SÍ,68573000,PUERTO PARRA,SÍ,SÍ,SÍ,SÍ,NO,NO,2,2152564,44.3,11.4,5.15,82.26,80.65,2030,3466.7,1021192,CLARO COLOMBIA
2017,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,NO,25899006,PASOANCHO,SÍ,SÍ,SÍ,SÍ,NO,NO,4,3224050,59.56,14.6,17.87,91.93,38.36,1189,3200.5,965048,CLARO COLOMBIA
2017,4,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68524,PALMAS DEL SOCORRO,SÍ,68524000,PALMAS DEL SOCORRO,SÍ,SÍ,SÍ,SÍ,NO,NO,2,4965100,47.36,34.93,15.97,89.69,61.21,1162,3583.1,1376137,CLARO COLOMBIA
2017,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66594,QUINCHÍA,NO,66594019,VILLA RICA,SÍ,SÍ,SÍ,SÍ,NO,NO,3,5945965,47.0,12.08,19.2,80.54,32.23,2676,3320.1,1336011,CLARO COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5659,SAN JUAN DE URABÁ,NO,5659003,UVEROS,NO,NO,NO,NO,NO,NO,1,1663561,57.52,10.35,16.72,87.61,34.84,298,2608.8,719501,CLARO COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23189,CIÉNAGA DE ORO,NO,23189003,LAGUNETA,SÍ,SÍ,SÍ,NO,NO,NO,3,1102186,20.15,39.41,9.71,82.12,70.34,1939,1535.4,520576,CLARO COLOMBIA
2017,2,COMUNICACION CELULAR S A COMCEL S A,5,ANTIOQUIA,5045,APARTADÓ,NO,5045011,EL SALVADOR,SÍ,SÍ,SÍ,SÍ,NO,NO,4,4007393,38.28,35.2,8.72,90.63,71.35,788,3608.7,662093,CLARO COLOMBIA
2017,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19290,FLORENCIA,NO,19290001,EL ROSARIO,SÍ,SÍ,SÍ,SÍ,NO,NO,2,4628464,58.98,24.59,15.47,87.92,50.49,849,3442.1,506669,CLARO COLOMBIA
2017,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,73,TOLIMA,73283,FRESNO,SÍ,73283000,FRESNO,SÍ,SÍ,SÍ,NO,NO,NO,2,1826553,18.26,29.72,10.46,92.26,42.94,2225,2155.1,1275175,ETB
2017,1,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73675,SAN ANTONIO,SÍ,73675000,SAN ANTONIO,SÍ,SÍ,SÍ,SÍ,NO,NO,5,2035202,45.01,19.04,13.49,96.11,78.82,2889,636.8,778063,TIGO COLOMBIA
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,44,LA GUAJIRA,44560,MANAURE,NO,44560004,SAN ANTONIO,SÍ,SÍ,NO,NO,NO,NO,2,945271,39.29,26.71,5.09,85.99,43.03,1377,2734.9,1338669,MOVISTAR COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54128,CACHIRÁ,SÍ,54128001,CACHIRÁ,SÍ,SÍ,SÍ,NO,SÍ,NO,5,3015685,39.32,27.8,5.93,99.24,62.52,1177,677.1,1222752,CLARO COLOMBIA
2017,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23672,SAN ANTERO,NO,23672021,PLAYA BLANCA,SÍ,NO,NO,NO,NO,NO,1,5962756,44.88,22.43,13.03,90.71,88.09,1949,3742.0,194799,MOVISTAR COLOMBIA
2017,2,COLOMBIA MOVIL  S.A ESP,99,VICHADA,99773,CUMARIBO,SÍ,99773000,CUMARIBO,SÍ,SÍ,SÍ,NO,NO,NO,4,4543797,56.48,45.8,13.49,92.37,38.87,877,3865.7,722673,TIGO COLOMBIA
2017,3,PARTNERS TELECOM COLOMBIA SAS,13,BOLÍVAR,13580,REGIDOR,NO,13580006,SANTA LUCÍA,NO,NO,NO,SÍ,NO,NO,5,2314542,49.13,5.72,16.27,93.61,86.45,1138,1163.2,859942,WOM COLOMBIA
2017,2,COMUNICACION CELULAR S A COMCEL S A,8,ATLÁNTICO,8560,PONEDERA,NO,8560001,LA RETIRADA,SÍ,SÍ,SÍ,SÍ,NO,NO,1,4980656,12.81,40.2,6.98,93.33,40.97,1577,2867.4,1237495,CLARO COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25148,CAPARRAPÍ,NO,25148010,CAMBULO,SÍ,SÍ,SÍ,SÍ,NO,NO,2,3730184,52.64,10.6,12.7,90.22,64.05,2806,822.9,1024914,CLARO COLOMBIA
2017,1,COLOMBIA MOVIL  S.A ESP,70,SUCRE,70215,COROZAL,NO,70215004,CHAPINERO,NO,SÍ,SÍ,NO,NO,NO,2,876898,21.28,40.89,7.92,88.58,52.62,3139,3053.3,705750,TIGO COLOMBIA
2017,3,COLOMBIA MOVIL  S.A ESP,15,BOYACÁ,15572,PUERTO BOYACÁ,NO,15572027,LA CEIBA,NO,NO,NO,SÍ,NO,NO,1,4095097,28.85,32.72,6.4,81.08,87.9,2492,1715.5,279340,TIGO COLOMBIA
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76520,PALMIRA,NO,76520002,AMAIME,SÍ,SÍ,SÍ,SÍ,NO,NO,2,1088316,33.09,42.95,11.16,80.44,46.41,2755,2883.7,789608,MOVISTAR COLOMBIA
2017,4,AVANTEL S.A.S,68,SANTANDER,68745,SIMACOTA,SÍ,68745000,SIMACOTA,SÍ,SÍ,SÍ,NO,NO,NO,1,2808954,34.05,9.39,7.45,87.16,53.98,2649,1805.1,1179735,AVANTEL
2017,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,19517,PAEZ,NO,19517015,TALAGA,SÍ,NO,NO,NO,NO,NO,5,2629553,31.76,30.15,8.33,86.67,88.97,1646,1009.5,142039,MOVISTAR COLOMBIA
2017,3,COMUNICACION CELULAR S A COMCEL S A,8,ATLÁNTICO,8606,REPELÓN,NO,8606005,VILLA ROSA,SÍ,SÍ,SÍ,SÍ,NO,NO,5,4888657,56.87,27.55,9.76,87.75,62.19,1903,1921.4,857262,CLARO COLOMBIA
2017,2,PARTNERS TELECOM COLOMBIA SAS,5,ANTIOQUIA,5847,URRAO,SÍ,5847000,URRAO,NO,SÍ,SÍ,NO,NO,NO,1,3841341,45.3,36.78,8.89,82.77,60.16,1382,894.4,1196376,WOM COLOMBIA
2017,4,COLOMBIA MOVIL  S.A ESP,8,ATLÁNTICO,8078,BARANOA,NO,8078002,PITAL,SÍ,SÍ,SÍ,SÍ,NO,NO,5,1839504,41.56,29.04,6.31,94.76,45.47,144,2519.1,402905,TIGO COLOMBIA
2017,2,PARTNERS TELECOM COLOMBIA SAS,68,SANTANDER,68498,OCAMONTE,SÍ,68498000,OCAMONTE,NO,SÍ,SÍ,NO,NO,NO,5,4887810,12.49,29.33,6.35,97.14,72.08,2322,643.3,718914,WOM COLOMBIA
2017,4,COLOMBIA MOVIL  S.A ESP,68,SANTANDER,68152,CARCASÍ,SÍ,68152000,CARCASÍ,SÍ,SÍ,SÍ,SÍ,NO,NO,5,2905058,55.2,24.33,7.9,98.77,30.86,2556,2345.6,579319,TIGO COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68001,BUCARAMANGA,NO,68001017,VIJAGUAL,SÍ,SÍ,SÍ,NO,SÍ,NO,3,5788023,55.47,18.9,5.76,89.85,32.97,1202,3602.3,1266944,CLARO COLOMBIA
2017,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52001,PASTO,NO,52001024,SAN JOSÉ,NO,SÍ,SÍ,NO,NO,NO,4,5709384,49.01,26.7,14.4,94.02,65.96,2800,3432.6,799023,MOVISTAR COLOMBIA
2017,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13673,SANTA CATALINA,NO,13673003,GALERAZAMBA,SÍ,SÍ,SÍ,SÍ,NO,NO,2,2475843,10.35,10.33,9.31,97.11,50.5,1861,3589.7,1753767,CLARO COLOMBIA
2017,2,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73861,VENADILLO,SÍ,73861000,VENADILLO,NO,SÍ,SÍ,SÍ,NO,NO,3,834701,12.86,48.27,9.2,88.37,87.2,1854,3727.2,1057916,TIGO COLOMBIA
2017,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68502,ONZAGA,NO,68502004,CAPILLA DEL CARMEN,SÍ,SÍ,SÍ,SÍ,NO,NO,5,4029028,21.26,37.15,9.98,86.19,84.19,2524,865.8,1267574,CLARO COLOMBIA
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68872,VILLANUEVA,SÍ,68872000,VILLANUEVA,SÍ,SÍ,SÍ,SÍ,NO,NO,1,2521610,16.57,47.86,14.94,98.73,72.82,1866,950.6,341324,MOVISTAR COLOMBIA
2017,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,50,META,50568,PUERTO GAITÁN,NO,50568007,PUENTE ARIMENA,SÍ,NO,NO,NO,NO,NO,5,2980712,29.94,15.2,18.06,90.31,79.09,3175,2449.5,609662,MOVISTAR COLOMBIA
2017,3,AVANTEL S.A.S,25,CUNDINAMARCA,25797,TENA,SÍ,25797000,TENA,SÍ,SÍ,SÍ,NO,NO,NO,4,3139767,56.13,44.57,16.39,89.95,70.04,1098,3628.9,528583,AVANTEL
2017,1,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,17013,AGUADAS,SÍ,17013000,AGUADAS,SÍ,SÍ,SÍ,SÍ,NO,NO,5,3414235,33.6,41.4,15.91,83.57,37.53,1151,3910.2,1662096,CLARO COLOMBIA
2017,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,88,"SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,NO,88564005,ROCKY POINT,NO,SÍ,NO,NO,NO,NO,1,1291036,10.67,35.47,12.27,82.16,75.93,1734,661.9,1470614,MOVISTAR COLOMBIA
2017,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15516,PAIPA,SÍ,15516000,PAIPA,SÍ,SÍ,SÍ,SÍ,NO,NO,4,1127304,24.14,33.13,15.41,96.84,42.61,2713,1745.2,333229,MOVISTAR COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,44430,MAICAO,NO,44430014,GARRAPATERO,NO,NO,NO,NO,NO,NO,5,3262616,12.23,19.24,13.29,92.28,49.41,567,1245.1,937876,CLARO COLOMBIA
2017,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,5,ANTIOQUIA,5591,PUERTO TRIUNFO,SÍ,5591000,PUERTO TRIUNFO,SÍ,SÍ,NO,SÍ,NO,NO,4,3510241,11.81,41.74,8.24,86.52,79.15,1813,3145.9,1051773,MOVISTAR COLOMBIA
2017,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19693,SAN SEBASTIÁN,NO,19693004,SANTIAGO,SÍ,NO,NO,NO,NO,NO,2,4233803,23.79,27.57,8.13,83.83,62.19,530,2740.7,161748,CLARO COLOMBIA
2017,3,AVANTEL S.A.S,76,VALLE DEL CAUCA,76126,CALIMA,SÍ,76126000,DARIÉN,SÍ,SÍ,SÍ,SÍ,NO,NO,2,1942953,23.78,8.19,9.45,91.11,81.6,2206,919.6,1189766,AVANTEL
2017,1,AVANTEL S.A.S,85,CASANARE,85315,SÁCAMA,SÍ,85315001,SÁCAMA,NO,NO,NO,NO,NO,NO,5,4761352,49.36,19.08,18.66,91.68,42.78,1561,2192.3,1188894,AVANTEL
2017,3,AVANTEL S.A.S,52,NARIÑO,52215,CÓRDOBA,SÍ,52215000,CÓRDOBA,SÍ,SÍ,SÍ,NO,NO,NO,4,4778702,58.74,47.09,13.21,84.14,66.47,680,2899.0,792378,AVANTEL
2017,4,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,66170,DOSQUEBRADAS,NO,66170008,AGUAZUL,SÍ,NO,NO,NO,NO,NO,1,4859175,28.56,43.28,16.01,97.03,35.03,2070,3226.5,224078,CLARO COLOMBIA
2017,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20710,SAN ALBERTO,NO,20710005,LÍBANO,SÍ,SÍ,SÍ,NO,SÍ,NO,5,1126916,31.44,49.19,10.2,81.69,68.58,1070,570.2,139759,CLARO COLOMBIA
2017,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,NO,25899026,SANTIAGO PÉREZ,NO,SÍ,NO,NO,NO,NO,2,4397706,52.24,33.26,11.12,87.12,75.75,2572,3616.6,902930,MOVISTAR COLOMBIA
